"employee_id","employee_number","employee_name","preferred_name","gender","nationality","date_of_birth","age","marital_status","employment_status","employee_type","full_time_part_time","hire_date","confirmation_date","termination_date","termination_reason","length_of_service","legal_entity","business_unit","department","division","section","cost_center","position_id","position_title","job_family","job_grade","job_level","line_manager_id","line_manager_name","location","country","city","employment_category"
"BLD-100522","EMP000521","Mohamed Khan","Mohamed","Male","Egyptian","1967-10-12","56","Married","Terminated","Temporary","Full Time","2013-03-01","2013-05-30","2023-12-09","End of Contract - Not Renewed by Employee","10.8","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 3","CC-310","POS-00521","Technician - Sales & Distribution","Sales & Distribution","G3","Staff","BLD-100917","Tariq Iqbal","Cairo Site","Egypt","Cairo","Local"
"BLD-100523","EMP000522","Krishna Iqbal","Krishna","Male","Indian","1970-10-25","54","Single","Terminated","Permanent","Full Time","2016-07-17","2016-10-15","2025-08-20","Resignation - Better Opportunity","9.1","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 3","CC-370","POS-00522","Technician - Supply Chain & Logistics","Supply Chain & Logistics","G4","Staff","BLD-100093","Bishnu Iqbal","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100524","EMP000523","Deepak Pereira","Deepak","Male","Jordanian","1974-05-24","51","Single","Terminated","Permanent","Full Time","2021-11-22","2022-02-20","2025-09-03","End of Contract - Not Renewed by Employee","3.8","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 3","CC-370","POS-00523","Coordinator - Supply Chain & Logistics","Supply Chain & Logistics","G1","Staff","BLD-100509","Rina Hassan","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100525","EMP000524","Kavita Ibrahim","Kavita","Female","Sudanese","2000-03-09","25","Single","Active","Permanent","Full Time","2021-03-27","2021-06-25",,,"4.8","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-00524","Associate - Sales & Distribution","Sales & Distribution","G3","Staff","BLD-101158","Manoj Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-100526","EMP000525","Ahmed Devi","Ahmed","Male","Bangladeshi","1980-10-21","45","Single","Active","Permanent","Full Time","2022-05-18","2022-08-16",,,"3.6","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00525","Team Lead - Finance","Finance","G7","Supervisory","BLD-100229","Ravi Malik","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100527","EMP000526","Arjun Kapoor","Arjun","Male","Indian","1980-07-23","42","Married","Terminated","Permanent","Full Time","2012-03-15","2012-06-13","2023-01-05","Termination - Performance","10.8","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-00526","Team Lead - Production","Production","G7","Supervisory","BLD-101154","Ali Ibrahim","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100528","EMP000527","Arjun Baig","Arjun","Male","Sri Lankan","1993-02-22","32","Married","Terminated","Permanent","Full Time","2013-06-16","2013-09-14","2025-03-04","Resignation - Relocation","11.7","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00527","Technician - Procurement","Procurement","G1","Staff","BLD-100768","Huda Sharma","Doha Site","Qatar","Doha","Expatriate"
"BLD-100529","EMP000528","Khalid Cruz","Khalid","Male","Nepali","1976-03-23","48","Married","Terminated","Permanent","Full Time","2021-04-07","2021-07-06","2024-11-03","Resignation - Personal Reasons","3.6","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 2","CC-310","POS-00528","Supervisor - Sales & Distribution","Sales & Distribution","G6","Supervisory","BLD-101441","Sanjay Santos","Doha Site","Qatar","Doha","Expatriate"
"BLD-100530","EMP000529","Joy Youssef","Joy","Female","Egyptian","1999-09-12","26","Married","Active","Permanent","Full Time","2021-01-18","2021-04-18",,,"5","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 2","CC-577","POS-00529","Operator - Corporate & Executive Office","Corporate & Executive Office","G4","Staff","BLD-100136","Rina Iqbal","Doha Site","Qatar","Doha","Expatriate"
"BLD-100531","EMP000530","Rajesh Iqbal","Rajesh","Male","Bangladeshi","1970-09-19","53","Married","Terminated","Permanent","Full Time","2020-08-06","2020-11-04","2024-04-17","Contract Non-Renewal - Company Decision","3.7","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 3","CC-916","POS-00530","Specialist - Marketing","Marketing","G7","Supervisory","BLD-101021","Rakesh Islam","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100532","EMP000531","Bikram Al-Kuwari","Bikram","Male","Bangladeshi","1990-07-15","33","Single","Terminated","Temporary","Full Time","2020-06-19","2020-09-17","2023-10-16","Resignation - Personal Reasons","3.3","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00531","Senior Manager - Supply Chain & Logistics","Supply Chain & Logistics","G12","Managerial","BLD-101509","Suresh Reyes","Doha Site","Qatar","Doha","Expatriate"
"BLD-100533","EMP000532","Shobha Mendoza","Shobha","Female","Egyptian","1968-09-09","54","Single","Terminated","Permanent","Full Time","2014-07-14","2014-10-12","2023-02-16","Resignation - Personal Reasons","8.6","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00532","Officer - Supply Chain & Logistics","Supply Chain & Logistics","G2","Staff","BLD-100753","Anil Islam","Cairo Site","Egypt","Cairo","Local"
"BLD-100534","EMP000533","Huda Khan","Huda","Female","Egyptian","1987-12-09","38","Married","Active","Permanent","Full Time","2018-07-29","2018-10-27",,,"7.4","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 1","CC-310","POS-00533","Associate - People & Culture","People & Culture","G2","Staff","BLD-100947","Manoj Fernandes","Cairo Site","Egypt","Cairo","Local"
"BLD-100535","EMP000534","Kumar Cruz","Kumar","Male","Filipino","1966-10-12","59","Single","Active","Permanent","Full Time","2014-06-07","2014-09-05",,,"11.6","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 3","CC-662","POS-00534","Coordinator - Farm Operations","Farm Operations","G4","Staff","BLD-100456","Krishna Thapa","Doha Site","Qatar","Doha","Expatriate"
"BLD-100536","EMP000535","Omar Chowdhury","Omar","Male","Egyptian","1975-01-08","50","Married","Active","Permanent","Full Time","2021-06-05","2021-09-03",,,"4.6","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-00535","Senior Technician - Farm Operations","Farm Operations","G9","Supervisory","BLD-100341","Anil Cruz","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100537","EMP000536","Bishnu Mansour","Bishnu","Male","Qatari","1991-11-17","34","Married","Active","Permanent","Full Time","2016-01-16","2016-04-15",,,"10","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 1","CC-956","POS-00536","Supervisor - Production","Production","G8","Supervisory","BLD-101154","Ali Ibrahim","Al Khor Site","Qatar","Al Khor","Local"
"BLD-100538","EMP000537","Anita Gurung","Anita","Female","Nepali","1965-07-01","60","Married","Active","Permanent","Full Time","2019-02-26","2019-05-27",,,"6.8","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 1","CC-916","POS-00537","Assistant Manager - Marketing","Marketing","G11","Managerial","BLD-100303","Rakesh Kapoor","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100539","EMP000538","Vikram Islam","Vikram","Male","Pakistani","1960-01-20","63","Single","Terminated","Permanent","Full Time","2012-04-17","2012-07-16","2023-02-22","Resignation - Personal Reasons","10.9","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 1","CC-577","POS-00538","Assistant - Corporate & Executive Office","Corporate & Executive Office","G2","Staff","BLD-100320","Khalid Reyes","Doha Site","Qatar","Doha","Expatriate"
"BLD-100540","EMP000539","Bishnu El-Sayed","Bishnu","Male","Egyptian","1974-08-10","50","Married","Terminated","Permanent","Full Time","2019-02-03","2019-05-04","2024-08-10","End of Contract - Not Renewed by Employee","5.5","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 2","CC-310","POS-00539","Coordinator - Sales & Distribution","Sales & Distribution","G5","Staff","BLD-101459","Manoj Reyes","Cairo Site","Egypt","Cairo","Local"
"BLD-100541","EMP000540","Ali Youssef","Ali","Male","Egyptian","1986-09-25","39","Married","Active","Permanent","Full Time","2018-12-07","2019-03-07",,,"7.1","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 2","CC-564","POS-00540","Assistant - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G4","Staff","BLD-100026","Yasmin Chowdhury","Cairo Site","Egypt","Cairo","Local"
"BLD-100542","EMP000541","Deepak Devi","Deepak","Male","Indian","1994-05-09","29","Single","Terminated","Contract","Full Time","2017-02-18","2017-05-19","2023-07-15","Resignation - Relocation","6.4","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 3","CC-577","POS-00541","Technician - Corporate & Executive Office","Corporate & Executive Office","G1","Staff","BLD-100784","Manoj Pereira","Doha Site","Qatar","Doha","Expatriate"
"BLD-100543","EMP000542","Mohamed Islam","Mohamed","Male","Filipino","1971-10-18","51","Married","Terminated","Permanent","Full Time","2014-08-19","2014-11-17","2023-03-15","Termination - Redundancy","8.6","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-00542","Team Lead - Finance","Finance","G8","Supervisory","BLD-100386","Jose Islam","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100544","EMP000543","Prakash Mendoza","Prakash","Male","Indian","1970-08-24","53","Single","Terminated","Permanent","Full Time","2014-07-18","2014-10-16","2024-01-26","Resignation - Better Opportunity","9.5","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-00543","Associate - Sales & Distribution","Sales & Distribution","G1","Staff","BLD-101399","Anil Al-Kuwari","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100545","EMP000544","Ravi Santos","Ravi","Male","Qatari","1981-10-24","44","Married","Active","Permanent","Full Time","2015-02-05","2015-05-06",,,"10.9","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 1","CC-310","POS-00544","Manager - People & Culture","People & Culture","G10","Managerial","BLD-101093","Reem Kapoor","Doha Site","Qatar","Doha","Local"
"BLD-100546","EMP000545","Priya Ibrahim","Priya","Female","Indian","1986-04-27","39","Married","Active","Permanent","Full Time","2013-04-08","2013-07-07",,,"12.7","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 3","CC-310","POS-00545","Technician - Sales & Distribution","Sales & Distribution","G1","Staff","BLD-100220","Arjun Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-100547","EMP000546","Ramesh Iqbal","Ramesh","Male","Indian","1976-04-08","47","Single","Terminated","Temporary","Full Time","2010-04-09","2010-07-08","2023-06-29","Resignation - Relocation","13.2","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-00546","Technician - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G5","Staff","BLD-101163","Ali Santos","Doha Site","Qatar","Doha","Expatriate"
"BLD-100548","EMP000547","Cherry Sharma","Cherry","Female","Egyptian","1983-09-01","40","Married","Terminated","Permanent","Full Time","2019-01-05","2019-04-05","2023-10-11","Resignation - Relocation","4.8","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00547","Coordinator - Supply Chain & Logistics","Supply Chain & Logistics","G2","Staff","BLD-101416","Ahmed Abdullah","Cairo Site","Egypt","Cairo","Local"
"BLD-100549","EMP000548","Suresh Mansour","Suresh","Male","Indian","1974-07-09","51","Single","Active","Permanent","Full Time","2011-09-23","2011-12-22",,,"14.3","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 1","CC-289","POS-00548","Team Lead - IT & Digital","IT & Digital","G9","Supervisory","BLD-100009","Juan Al-Sayed","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100550","EMP000549","Bikram Mahmoud","Bikram","Male","Indian","1979-02-16","43","Single","Terminated","Permanent","Full Time","2019-10-22","2020-01-20","2023-01-15","Termination - Performance","3.2","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 2","CC-956","POS-00549","Coordinator - Production","Production","G4","Staff","BLD-101468","Omar Al-Kuwari","Doha Site","Qatar","Doha","Expatriate"
"BLD-100551","EMP000550","Prakash Reyes","Prakash","Male","Filipino","1985-11-20","40","Married","Terminated","Permanent","Full Time","2022-09-15","2022-12-14","2025-12-14","Resignation - Personal Reasons","3.2","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00550","Senior Officer - Supply Chain & Logistics","Supply Chain & Logistics","G9","Supervisory","BLD-100930","Sanjay Rai","Doha Site","Qatar","Doha","Expatriate"
"BLD-100552","EMP000551","Mohamed Mansour","Mohamed","Male","Indian","1968-08-11","57","Married","Active","Permanent","Full Time","2015-03-24","2015-06-22",,,"10.8","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 3","CC-370","POS-00551","Operator - Supply Chain & Logistics","Supply Chain & Logistics","G3","Staff","BLD-101302","Khalid Santos","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100553","EMP000552","Reem Ibrahim","Reem","Female","Egyptian","1987-11-07","37","Single","Terminated","Permanent","Full Time","2011-11-03","2012-02-01","2025-10-25","Resignation - Personal Reasons","14","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 2","CC-310","POS-00552","Specialist - People & Culture","People & Culture","G9","Supervisory","BLD-101013","Juan Malik","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100554","EMP000553","Hassan Islam","Hassan","Male","Egyptian","1974-09-14","51","Married","Active","Permanent","Full Time","2013-04-15","2013-07-14",,,"12.7","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00553","Coordinator - Finance","Finance","G1","Staff","BLD-100236","Suresh El-Sayed","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100555","EMP000554","Hari Khan","Hari","Male","Pakistani","1972-06-09","53","Married","Active","Contract","Full Time","2015-02-28","2015-05-29",,,"10.8","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-00554","Supervisor - Finance","Finance","G6","Supervisory","BLD-100218","Bikram Al-Kuwari","Doha Site","Qatar","Doha","Expatriate"
"BLD-100556","EMP000555","Vikram Sharma","Vikram","Male","Nepali","1962-03-11","63","Married","Active","Permanent","Full Time","2016-09-13","2016-12-12",,,"9.3","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 2","CC-916","POS-00555","Coordinator - Marketing","Marketing","G2","Staff","BLD-100937","Dina Farouk","Doha Site","Qatar","Doha","Expatriate"
"BLD-100557","EMP000556","Hari Cruz","Hari","Male","Nepali","1963-09-25","62","Married","Active","Permanent","Full Time","2010-02-10","2010-05-11",,,"15.9","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 3","CC-662","POS-00556","Senior Officer - Farm Operations","Farm Operations","G9","Supervisory","BLD-101247","Ahmed El-Sayed","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100558","EMP000557","Sameer Devi","Sameer","Male","Indian","1967-05-10","56","Married","Terminated","Permanent","Full Time","2016-02-07","2016-05-07","2024-01-30","Resignation - Personal Reasons","8","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 3","CC-577","POS-00557","Operator - Corporate & Executive Office","Corporate & Executive Office","G1","Staff","BLD-100206","Rakesh Sharma","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
